DATE	NAME	MARKET	VOL(%)	MATURITY
17/06/2022	EUR-IBEX 35 IND	MADBOL	21.5558	365
16/06/2022	EUR-IBEX 35 IND	MADBOL	21.1976	365
15/06/2022	EUR-IBEX 35 IND	MADBOL	21.6666	365
14/06/2022	EUR-IBEX 35 IND	MADBOL	21.668	365
13/06/2022	EUR-IBEX 35 IND	MADBOL	21.013	365
10/06/2022	EUR-IBEX 35 IND	MADBOL	19.7301	365
09/06/2022	EUR-IBEX 35 IND	MADBOL	19.4097	365
08/06/2022	EUR-IBEX 35 IND	MADBOL	19.2487	365
07/06/2022	EUR-IBEX 35 IND	MADBOL	19.163	365
06/06/2022	EUR-IBEX 35 IND	MADBOL	19.5472	365
03/06/2022	EUR-IBEX 35 IND	MADBOL	19.4638	365
02/06/2022	EUR-IBEX 35 IND	MADBOL	19.7338	365
01/06/2022	EUR-IBEX 35 IND	MADBOL	19.5988	365
31/05/2022	EUR-IBEX 35 IND	MADBOL	19.2477	365
30/05/2022	EUR-IBEX 35 IND	MADBOL	19.1616	365
27/05/2022	EUR-IBEX 35 IND	MADBOL	19.3927	365
26/05/2022	EUR-IBEX 35 IND	MADBOL	19.9756	365
25/05/2022	EUR-IBEX 35 IND	MADBOL	20.2221	365
24/05/2022	EUR-IBEX 35 IND	MADBOL	20.0066	365
23/05/2022	EUR-IBEX 35 IND	MADBOL	20.5548	365
20/05/2022	EUR-IBEX 35 IND	MADBOL	20.9678	365
19/05/2022	EUR-IBEX 35 IND	MADBOL	20.296	365
18/05/2022	EUR-IBEX 35 IND	MADBOL	19.9697	365
17/05/2022	EUR-IBEX 35 IND	MADBOL	20.5152	365
16/05/2022	EUR-IBEX 35 IND	MADBOL	20.7165	365
13/05/2022	EUR-IBEX 35 IND	MADBOL	21.3948	365
12/05/2022	EUR-IBEX 35 IND	MADBOL	21.2764	365
11/05/2022	EUR-IBEX 35 IND	MADBOL	22.0104	365
10/05/2022	EUR-IBEX 35 IND	MADBOL	22.1542	365
09/05/2022	EUR-IBEX 35 IND	MADBOL	21.3173	365
06/05/2022	EUR-IBEX 35 IND	MADBOL	20.8702	365
05/05/2022	EUR-IBEX 35 IND	MADBOL	20.5738	365
04/05/2022	EUR-IBEX 35 IND	MADBOL	21.0587	365
03/05/2022	EUR-IBEX 35 IND	MADBOL	21.0658	365
02/05/2022	EUR-IBEX 35 IND	MADBOL	20.3244	365
29/04/2022	EUR-IBEX 35 IND	MADBOL	20.5553	365
28/04/2022	EUR-IBEX 35 IND	MADBOL	20.9286	365
27/04/2022	EUR-IBEX 35 IND	MADBOL	20.8794	365
26/04/2022	EUR-IBEX 35 IND	MADBOL	20.4297	365
25/04/2022	EUR-IBEX 35 IND	MADBOL	19.7249	365
22/04/2022	EUR-IBEX 35 IND	MADBOL	18.9131	365
21/04/2022	EUR-IBEX 35 IND	MADBOL	19.2431	365
20/04/2022	EUR-IBEX 35 IND	MADBOL	19.7489	365
19/04/2022	EUR-IBEX 35 IND	MADBOL	20.1144	365
14/04/2022	EUR-IBEX 35 IND	MADBOL	20.1335	365
13/04/2022	EUR-IBEX 35 IND	MADBOL	20.0628	365
12/04/2022	EUR-IBEX 35 IND	MADBOL	19.8653	365
11/04/2022	EUR-IBEX 35 IND	MADBOL	20.277	365
08/04/2022	EUR-IBEX 35 IND	MADBOL	20.277	365
07/04/2022	EUR-IBEX 35 IND	MADBOL	20.3165	365
06/04/2022	EUR-IBEX 35 IND	MADBOL	19.5816	365
05/04/2022	EUR-IBEX 35 IND	MADBOL	19.5647	365
04/04/2022	EUR-IBEX 35 IND	MADBOL	19.8174	365
01/04/2022	EUR-IBEX 35 IND	MADBOL	19.9517	365
31/03/2022	EUR-IBEX 35 IND	MADBOL	19.6633	365
30/03/2022	EUR-IBEX 35 IND	MADBOL	19.3011	365
29/03/2022	EUR-IBEX 35 IND	MADBOL	20.6529	365
28/03/2022	EUR-IBEX 35 IND	MADBOL	20.6585	365
25/03/2022	EUR-IBEX 35 IND	MADBOL	20.4398	365
24/03/2022	EUR-IBEX 35 IND	MADBOL	20.5912	365
23/03/2022	EUR-IBEX 35 IND	MADBOL	19.7915	365
22/03/2022	EUR-IBEX 35 IND	MADBOL	20.3218	365
21/03/2022	EUR-IBEX 35 IND	MADBOL	20.7118	365
18/03/2022	EUR-IBEX 35 IND	MADBOL	21.5784	365
17/03/2022	EUR-IBEX 35 IND	MADBOL	23.4795	365
16/03/2022	EUR-IBEX 35 IND	MADBOL	23.4915	365
15/03/2022	EUR-IBEX 35 IND	MADBOL	23.3396	365
14/03/2022	EUR-IBEX 35 IND	MADBOL	23.4889	365
11/03/2022	EUR-IBEX 35 IND	MADBOL	24.0049	365
10/03/2022	EUR-IBEX 35 IND	MADBOL	25.7983	365
09/03/2022	EUR-IBEX 35 IND	MADBOL	25.8172	365
08/03/2022	EUR-IBEX 35 IND	MADBOL	25.8362	365
07/03/2022	EUR-IBEX 35 IND	MADBOL	24.6766	365
04/03/2022	EUR-IBEX 35 IND	MADBOL	22.6821	365
03/03/2022	EUR-IBEX 35 IND	MADBOL	21.7063	365
02/03/2022	EUR-IBEX 35 IND	MADBOL	20.8413	365
01/03/2022	EUR-IBEX 35 IND	MADBOL	20.8497	365
28/02/2022	EUR-IBEX 35 IND	MADBOL	20.2274	365
25/02/2022	EUR-IBEX 35 IND	MADBOL	21.697	365
24/02/2022	EUR-IBEX 35 IND	MADBOL	20.686	365
23/02/2022	EUR-IBEX 35 IND	MADBOL	20.5444	365
22/02/2022	EUR-IBEX 35 IND	MADBOL	21.011	365
21/02/2022	EUR-IBEX 35 IND	MADBOL	20.422	365
18/02/2022	EUR-IBEX 35 IND	MADBOL	19.4209	365
17/02/2022	EUR-IBEX 35 IND	MADBOL	19.4254	365
16/02/2022	EUR-IBEX 35 IND	MADBOL	19.4298	365
15/02/2022	EUR-IBEX 35 IND	MADBOL	19.9707	365
14/02/2022	EUR-IBEX 35 IND	MADBOL	18.8806	365
11/02/2022	EUR-IBEX 35 IND	MADBOL	18.3776	365
10/02/2022	EUR-IBEX 35 IND	MADBOL	18.3112	365
09/02/2022	EUR-IBEX 35 IND	MADBOL	19.1768	365
08/02/2022	EUR-IBEX 35 IND	MADBOL	19.2604	365
07/02/2022	EUR-IBEX 35 IND	MADBOL	19.4141	365
04/02/2022	EUR-IBEX 35 IND	MADBOL	18.8467	365
03/02/2022	EUR-IBEX 35 IND	MADBOL	18.4665	365
02/02/2022	EUR-IBEX 35 IND	MADBOL	18.7486	365
01/02/2022	EUR-IBEX 35 IND	MADBOL	19.2768	365
31/01/2022	EUR-IBEX 35 IND	MADBOL	19.995	365
28/01/2022	EUR-IBEX 35 IND	MADBOL	19.6595	365
27/01/2022	EUR-IBEX 35 IND	MADBOL	19.8287	365
26/01/2022	EUR-IBEX 35 IND	MADBOL	20.5946	365
25/01/2022	EUR-IBEX 35 IND	MADBOL	18.7073	365
24/01/2022	EUR-IBEX 35 IND	MADBOL	18.709	365
21/01/2022	EUR-IBEX 35 IND	MADBOL	18.714	365
20/01/2022	EUR-IBEX 35 IND	MADBOL	18.7301	365
19/01/2022	EUR-IBEX 35 IND	MADBOL	18.7318	365
18/01/2022	EUR-IBEX 35 IND	MADBOL	18.3468	365
17/01/2022	EUR-IBEX 35 IND	MADBOL	18.6757	365
14/01/2022	EUR-IBEX 35 IND	MADBOL	18.6275	365
13/01/2022	EUR-IBEX 35 IND	MADBOL	18.5127	365
12/01/2022	EUR-IBEX 35 IND	MADBOL	18.9567	365
11/01/2022	EUR-IBEX 35 IND	MADBOL	19.2774	365
10/01/2022	EUR-IBEX 35 IND	MADBOL	19.141	365
07/01/2022	EUR-IBEX 35 IND	MADBOL	18.8961	365
06/01/2022	EUR-IBEX 35 IND	MADBOL	18.389	365
05/01/2022	EUR-IBEX 35 IND	MADBOL	18.5046	365
04/01/2022	EUR-IBEX 35 IND	MADBOL	18.6683	365
03/01/2022	EUR-IBEX 35 IND	MADBOL	18.9055	365
31/12/2021	EUR-IBEX 35 IND	MADBOL	19.1877	365
30/12/2021	EUR-IBEX 35 IND	MADBOL	19.1902	365
29/12/2021	EUR-IBEX 35 IND	MADBOL	18.9621	365
28/12/2021	EUR-IBEX 35 IND	MADBOL	19.0622	365
27/12/2021	EUR-IBEX 35 IND	MADBOL	19.1891	365
24/12/2021	EUR-IBEX 35 IND	MADBOL	19.6684	365
23/12/2021	EUR-IBEX 35 IND	MADBOL	19.6713	365
22/12/2021	EUR-IBEX 35 IND	MADBOL	20.094	365
21/12/2021	EUR-IBEX 35 IND	MADBOL	21.046	365
20/12/2021	EUR-IBEX 35 IND	MADBOL	20.1585	365
17/12/2021	EUR-IBEX 35 IND	MADBOL	19.7668	365
16/12/2021	EUR-IBEX 35 IND	MADBOL	20.3998	365
15/12/2021	EUR-IBEX 35 IND	MADBOL	20.2663	365
14/12/2021	EUR-IBEX 35 IND	MADBOL	19.6551	365
13/12/2021	EUR-IBEX 35 IND	MADBOL	19.6577	365
10/12/2021	EUR-IBEX 35 IND	MADBOL	19.7873	365
09/12/2021	EUR-IBEX 35 IND	MADBOL	19.913	365
08/12/2021	EUR-IBEX 35 IND	MADBOL	20.0466	365
07/12/2021	EUR-IBEX 35 IND	MADBOL	21.215	365
06/12/2021	EUR-IBEX 35 IND	MADBOL	21.5827	365
03/12/2021	EUR-IBEX 35 IND	MADBOL	21.145	365
02/12/2021	EUR-IBEX 35 IND	MADBOL	20.4104	365
01/12/2021	EUR-IBEX 35 IND	MADBOL	21.1405	365
30/11/2021	EUR-IBEX 35 IND	MADBOL	20.8203	365
29/11/2021	EUR-IBEX 35 IND	MADBOL	21.3	365
26/11/2021	EUR-IBEX 35 IND	MADBOL	19.2638	365
25/11/2021	EUR-IBEX 35 IND	MADBOL	19.5028	365
24/11/2021	EUR-IBEX 35 IND	MADBOL	19.34	365
23/11/2021	EUR-IBEX 35 IND	MADBOL	18.9154	365
22/11/2021	EUR-IBEX 35 IND	MADBOL	18.8766	365
19/11/2021	EUR-IBEX 35 IND	MADBOL	18.7505	365
18/11/2021	EUR-IBEX 35 IND	MADBOL	18.2948	365
17/11/2021	EUR-IBEX 35 IND	MADBOL	18.1625	365
16/11/2021	EUR-IBEX 35 IND	MADBOL	18.1128	365
15/11/2021	EUR-IBEX 35 IND	MADBOL	18.337	365
12/11/2021	EUR-IBEX 35 IND	MADBOL	18.4403	365
11/11/2021	EUR-IBEX 35 IND	MADBOL	18.4413	365
10/11/2021	EUR-IBEX 35 IND	MADBOL	18.3984	365
09/11/2021	EUR-IBEX 35 IND	MADBOL	18.2733	365
08/11/2021	EUR-IBEX 35 IND	MADBOL	17.8909	365
05/11/2021	EUR-IBEX 35 IND	MADBOL	17.9045	365
04/11/2021	EUR-IBEX 35 IND	MADBOL	17.8272	365
03/11/2021	EUR-IBEX 35 IND	MADBOL	17.9335	365
02/11/2021	EUR-IBEX 35 IND	MADBOL	17.9281	365
01/11/2021	EUR-IBEX 35 IND	MADBOL	18.0454	365
29/10/2021	EUR-IBEX 35 IND	MADBOL	17.8933	365
28/10/2021	EUR-IBEX 35 IND	MADBOL	17.8735	365
27/10/2021	EUR-IBEX 35 IND	MADBOL	17.6525	365
26/10/2021	EUR-IBEX 35 IND	MADBOL	17.9136	365
25/10/2021	EUR-IBEX 35 IND	MADBOL	18.0185	365
22/10/2021	EUR-IBEX 35 IND	MADBOL	18.1049	365
21/10/2021	EUR-IBEX 35 IND	MADBOL	17.9338	365
20/10/2021	EUR-IBEX 35 IND	MADBOL	18.0691	365
19/10/2021	EUR-IBEX 35 IND	MADBOL	18.2189	365
18/10/2021	EUR-IBEX 35 IND	MADBOL	18.2291	365
15/10/2021	EUR-IBEX 35 IND	MADBOL	18.2293	365
14/10/2021	EUR-IBEX 35 IND	MADBOL	18.7447	365
13/10/2021	EUR-IBEX 35 IND	MADBOL	19.0656	365
12/10/2021	EUR-IBEX 35 IND	MADBOL	18.9444	365
11/10/2021	EUR-IBEX 35 IND	MADBOL	18.8452	365
08/10/2021	EUR-IBEX 35 IND	MADBOL	18.9048	365
07/10/2021	EUR-IBEX 35 IND	MADBOL	19.4826	365
06/10/2021	EUR-IBEX 35 IND	MADBOL	19.0026	365
05/10/2021	EUR-IBEX 35 IND	MADBOL	19.3682	365
04/10/2021	EUR-IBEX 35 IND	MADBOL	19.3709	365
01/10/2021	EUR-IBEX 35 IND	MADBOL	19.224	365
30/09/2021	EUR-IBEX 35 IND	MADBOL	19.2444	365
29/09/2021	EUR-IBEX 35 IND	MADBOL	19.5301	365
28/09/2021	EUR-IBEX 35 IND	MADBOL	18.4934	365
27/09/2021	EUR-IBEX 35 IND	MADBOL	18.7763	365
24/09/2021	EUR-IBEX 35 IND	MADBOL	18.9452	365
23/09/2021	EUR-IBEX 35 IND	MADBOL	18.9477	365
22/09/2021	EUR-IBEX 35 IND	MADBOL	19.4894	365
21/09/2021	EUR-IBEX 35 IND	MADBOL	19.0783	365
20/09/2021	EUR-IBEX 35 IND	MADBOL	19.0814	365
17/09/2021	EUR-IBEX 35 IND	MADBOL	18.6915	365
16/09/2021	EUR-IBEX 35 IND	MADBOL	18.3738	365
15/09/2021	EUR-IBEX 35 IND	MADBOL	18.3756	365
14/09/2021	EUR-IBEX 35 IND	MADBOL	18.426	365
13/09/2021	EUR-IBEX 35 IND	MADBOL	18.3633	365
10/09/2021	EUR-IBEX 35 IND	MADBOL	18.3216	365
09/09/2021	EUR-IBEX 35 IND	MADBOL	18.414	365
08/09/2021	EUR-IBEX 35 IND	MADBOL	17.8771	365
07/09/2021	EUR-IBEX 35 IND	MADBOL	17.5994	365
06/09/2021	EUR-IBEX 35 IND	MADBOL	17.7044	365
03/09/2021	EUR-IBEX 35 IND	MADBOL	17.2728	365
02/09/2021	EUR-IBEX 35 IND	MADBOL	17.5303	365
01/09/2021	EUR-IBEX 35 IND	MADBOL	17.3897	365
31/08/2021	EUR-IBEX 35 IND	MADBOL	17.2923	365
30/08/2021	EUR-IBEX 35 IND	MADBOL	17.7168	365
27/08/2021	EUR-IBEX 35 IND	MADBOL	17.7203	365
26/08/2021	EUR-IBEX 35 IND	MADBOL	17.7214	365
25/08/2021	EUR-IBEX 35 IND	MADBOL	17.7226	365
24/08/2021	EUR-IBEX 35 IND	MADBOL	17.7237	365
23/08/2021	EUR-IBEX 35 IND	MADBOL	17.7249	365
20/08/2021	EUR-IBEX 35 IND	MADBOL	18.0491	365
19/08/2021	EUR-IBEX 35 IND	MADBOL	17.4092	365
18/08/2021	EUR-IBEX 35 IND	MADBOL	17.3201	365
17/08/2021	EUR-IBEX 35 IND	MADBOL	17.2939	365
16/08/2021	EUR-IBEX 35 IND	MADBOL	16.9674	365
13/08/2021	EUR-IBEX 35 IND	MADBOL	16.8638	365
12/08/2021	EUR-IBEX 35 IND	MADBOL	17.0041	365
11/08/2021	EUR-IBEX 35 IND	MADBOL	17.1741	365
10/08/2021	EUR-IBEX 35 IND	MADBOL	17.1388	365
09/08/2021	EUR-IBEX 35 IND	MADBOL	17.1383	365
06/08/2021	EUR-IBEX 35 IND	MADBOL	17.4517	365
05/08/2021	EUR-IBEX 35 IND	MADBOL	17.3564	365
04/08/2021	EUR-IBEX 35 IND	MADBOL	17.4847	365
03/08/2021	EUR-IBEX 35 IND	MADBOL	17.6082	365
02/08/2021	EUR-IBEX 35 IND	MADBOL	17.6082	365
30/07/2021	EUR-IBEX 35 IND	MADBOL	17.4867	365
29/07/2021	EUR-IBEX 35 IND	MADBOL	17.5648	365
28/07/2021	EUR-IBEX 35 IND	MADBOL	17.8586	365
27/07/2021	EUR-IBEX 35 IND	MADBOL	17.2897	365
26/07/2021	EUR-IBEX 35 IND	MADBOL	17.6988	365
23/07/2021	EUR-IBEX 35 IND	MADBOL	17.7001	365
22/07/2021	EUR-IBEX 35 IND	MADBOL	18.0528	365
21/07/2021	EUR-IBEX 35 IND	MADBOL	18.516	365
20/07/2021	EUR-IBEX 35 IND	MADBOL	18.9309	365
19/07/2021	EUR-IBEX 35 IND	MADBOL	17.9501	365
16/07/2021	EUR-IBEX 35 IND	MADBOL	18.1676	365
15/07/2021	EUR-IBEX 35 IND	MADBOL	17.4847	365
14/07/2021	EUR-IBEX 35 IND	MADBOL	17.41	365
13/07/2021	EUR-IBEX 35 IND	MADBOL	17.5382	365
12/07/2021	EUR-IBEX 35 IND	MADBOL	17.5999	365
09/07/2021	EUR-IBEX 35 IND	MADBOL	18.1919	365
08/07/2021	EUR-IBEX 35 IND	MADBOL	17.4889	365
07/07/2021	EUR-IBEX 35 IND	MADBOL	17.5123	365
06/07/2021	EUR-IBEX 35 IND	MADBOL	17.1473	365
05/07/2021	EUR-IBEX 35 IND	MADBOL	17.538	365
02/07/2021	EUR-IBEX 35 IND	MADBOL	17.3121	365
01/07/2021	EUR-IBEX 35 IND	MADBOL	17.4665	365
30/06/2021	EUR-IBEX 35 IND	MADBOL	17.1783	365
29/06/2021	EUR-IBEX 35 IND	MADBOL	17.3093	365
28/06/2021	EUR-IBEX 35 IND	MADBOL	17.2091	365
25/06/2021	EUR-IBEX 35 IND	MADBOL	17.3175	365
24/06/2021	EUR-IBEX 35 IND	MADBOL	17.7029	365
23/06/2021	EUR-IBEX 35 IND	MADBOL	17.5524	365
22/06/2021	EUR-IBEX 35 IND	MADBOL	17.7227	365
21/06/2021	EUR-IBEX 35 IND	MADBOL	17.2993	365
18/06/2021	EUR-IBEX 35 IND	MADBOL	17.2986	365
17/06/2021	EUR-IBEX 35 IND	MADBOL	17.1139	365
16/06/2021	EUR-IBEX 35 IND	MADBOL	16.9842	365
15/06/2021	EUR-IBEX 35 IND	MADBOL	17.2126	365
14/06/2021	EUR-IBEX 35 IND	MADBOL	17.2147	365
11/06/2021	EUR-IBEX 35 IND	MADBOL	17.2209	365
10/06/2021	EUR-IBEX 35 IND	MADBOL	17.457	365
09/06/2021	EUR-IBEX 35 IND	MADBOL	17.3525	365
08/06/2021	EUR-IBEX 35 IND	MADBOL	17.3769	365
07/06/2021	EUR-IBEX 35 IND	MADBOL	17.4847	365
04/06/2021	EUR-IBEX 35 IND	MADBOL	17.5504	365
03/06/2021	EUR-IBEX 35 IND	MADBOL	17.5016	365
02/06/2021	EUR-IBEX 35 IND	MADBOL	17.5811	365
01/06/2021	EUR-IBEX 35 IND	MADBOL	17.8775	365
31/05/2021	EUR-IBEX 35 IND	MADBOL	17.4951	365
28/05/2021	EUR-IBEX 35 IND	MADBOL	17.6501	365
27/05/2021	EUR-IBEX 35 IND	MADBOL	17.5157	365
26/05/2021	EUR-IBEX 35 IND	MADBOL	17.5347	365
25/05/2021	EUR-IBEX 35 IND	MADBOL	17.6853	365
24/05/2021	EUR-IBEX 35 IND	MADBOL	17.8436	365
21/05/2021	EUR-IBEX 35 IND	MADBOL	18.1079	365
20/05/2021	EUR-IBEX 35 IND	MADBOL	18.5824	365
19/05/2021	EUR-IBEX 35 IND	MADBOL	17.5431	365
18/05/2021	EUR-IBEX 35 IND	MADBOL	17.5202	365
17/05/2021	EUR-IBEX 35 IND	MADBOL	17.4622	365
14/05/2021	EUR-IBEX 35 IND	MADBOL	18.0826	365
13/05/2021	EUR-IBEX 35 IND	MADBOL	18.0243	365
12/05/2021	EUR-IBEX 35 IND	MADBOL	18.0002	365
11/05/2021	EUR-IBEX 35 IND	MADBOL	17.2044	365
10/05/2021	EUR-IBEX 35 IND	MADBOL	17.2886	365
07/05/2021	EUR-IBEX 35 IND	MADBOL	17.5925	365
06/05/2021	EUR-IBEX 35 IND	MADBOL	17.5848	365
05/05/2021	EUR-IBEX 35 IND	MADBOL	18.105	365
04/05/2021	EUR-IBEX 35 IND	MADBOL	17.4933	365
03/05/2021	EUR-IBEX 35 IND	MADBOL	17.7725	365
30/04/2021	EUR-IBEX 35 IND	MADBOL	17.3863	365
29/04/2021	EUR-IBEX 35 IND	MADBOL	17.456	365
28/04/2021	EUR-IBEX 35 IND	MADBOL	17.2873	365
27/04/2021	EUR-IBEX 35 IND	MADBOL	17.2884	365
26/04/2021	EUR-IBEX 35 IND	MADBOL	17.2219	365
23/04/2021	EUR-IBEX 35 IND	MADBOL	17.2249	365
22/04/2021	EUR-IBEX 35 IND	MADBOL	17.5543	365
21/04/2021	EUR-IBEX 35 IND	MADBOL	17.7973	365
20/04/2021	EUR-IBEX 35 IND	MADBOL	17.0165	365
19/04/2021	EUR-IBEX 35 IND	MADBOL	17.1777	365
16/04/2021	EUR-IBEX 35 IND	MADBOL	17.4564	365
15/04/2021	EUR-IBEX 35 IND	MADBOL	17.4845	365
14/04/2021	EUR-IBEX 35 IND	MADBOL	17.8206	365
13/04/2021	EUR-IBEX 35 IND	MADBOL	17.9522	365
12/04/2021	EUR-IBEX 35 IND	MADBOL	17.8213	365
09/04/2021	EUR-IBEX 35 IND	MADBOL	18.0111	365
08/04/2021	EUR-IBEX 35 IND	MADBOL	18.355	365
07/04/2021	EUR-IBEX 35 IND	MADBOL	18.3221	365
06/04/2021	EUR-IBEX 35 IND	MADBOL	18.7352	365
01/04/2021	EUR-IBEX 35 IND	MADBOL	18.7479	365
31/03/2021	EUR-IBEX 35 IND	MADBOL	18.7105	365
30/03/2021	EUR-IBEX 35 IND	MADBOL	18.9083	365
29/03/2021	EUR-IBEX 35 IND	MADBOL	19.1956	365
26/03/2021	EUR-IBEX 35 IND	MADBOL	19.2043	365
25/03/2021	EUR-IBEX 35 IND	MADBOL	18.9458	365
24/03/2021	EUR-IBEX 35 IND	MADBOL	19.0666	365
23/03/2021	EUR-IBEX 35 IND	MADBOL	19.6037	365
22/03/2021	EUR-IBEX 35 IND	MADBOL	19.607	365
19/03/2021	EUR-IBEX 35 IND	MADBOL	19.4025	365
18/03/2021	EUR-IBEX 35 IND	MADBOL	19.4049	365
17/03/2021	EUR-IBEX 35 IND	MADBOL	19.3354	365
16/03/2021	EUR-IBEX 35 IND	MADBOL	19.4435	365
15/03/2021	EUR-IBEX 35 IND	MADBOL	19.3919	365
12/03/2021	EUR-IBEX 35 IND	MADBOL	19.3989	365
11/03/2021	EUR-IBEX 35 IND	MADBOL	19.7168	365
10/03/2021	EUR-IBEX 35 IND	MADBOL	19.7596	365
09/03/2021	EUR-IBEX 35 IND	MADBOL	20.0635	365
08/03/2021	EUR-IBEX 35 IND	MADBOL	20.6194	365
05/03/2021	EUR-IBEX 35 IND	MADBOL	20.4817	365
04/03/2021	EUR-IBEX 35 IND	MADBOL	20.4848	365
03/03/2021	EUR-IBEX 35 IND	MADBOL	20.2332	365
02/03/2021	EUR-IBEX 35 IND	MADBOL	20.2696	365
01/03/2021	EUR-IBEX 35 IND	MADBOL	21.4373	365
26/02/2021	EUR-IBEX 35 IND	MADBOL	20.5304	365
25/02/2021	EUR-IBEX 35 IND	MADBOL	20.3406	365
24/02/2021	EUR-IBEX 35 IND	MADBOL	20.5066	365
23/02/2021	EUR-IBEX 35 IND	MADBOL	20.4765	365
22/02/2021	EUR-IBEX 35 IND	MADBOL	20.3213	365
19/02/2021	EUR-IBEX 35 IND	MADBOL	20.7281	365
18/02/2021	EUR-IBEX 35 IND	MADBOL	20.4511	365
17/02/2021	EUR-IBEX 35 IND	MADBOL	20.2753	365
16/02/2021	EUR-IBEX 35 IND	MADBOL	20.3767	365
15/02/2021	EUR-IBEX 35 IND	MADBOL	20.3794	365
12/02/2021	EUR-IBEX 35 IND	MADBOL	20.542	365
11/02/2021	EUR-IBEX 35 IND	MADBOL	20.639	365
10/02/2021	EUR-IBEX 35 IND	MADBOL	20.6423	365
09/02/2021	EUR-IBEX 35 IND	MADBOL	19.9653	365
08/02/2021	EUR-IBEX 35 IND	MADBOL	20.0365	365
05/02/2021	EUR-IBEX 35 IND	MADBOL	20.4563	365
04/02/2021	EUR-IBEX 35 IND	MADBOL	20.9357	365
03/02/2021	EUR-IBEX 35 IND	MADBOL	21.8765	365
02/02/2021	EUR-IBEX 35 IND	MADBOL	21.8822	365
01/02/2021	EUR-IBEX 35 IND	MADBOL	22.2899	365
29/01/2021	EUR-IBEX 35 IND	MADBOL	21.7841	365
28/01/2021	EUR-IBEX 35 IND	MADBOL	21.6094	365
27/01/2021	EUR-IBEX 35 IND	MADBOL	20.8744	365
26/01/2021	EUR-IBEX 35 IND	MADBOL	20.9719	365
25/01/2021	EUR-IBEX 35 IND	MADBOL	20.6838	365
22/01/2021	EUR-IBEX 35 IND	MADBOL	20.1628	365
21/01/2021	EUR-IBEX 35 IND	MADBOL	20.2741	365
20/01/2021	EUR-IBEX 35 IND	MADBOL	20.1672	365
19/01/2021	EUR-IBEX 35 IND	MADBOL	20.1169	365
18/01/2021	EUR-IBEX 35 IND	MADBOL	20.1215	365
15/01/2021	EUR-IBEX 35 IND	MADBOL	19.2154	365
14/01/2021	EUR-IBEX 35 IND	MADBOL	19.2458	365
13/01/2021	EUR-IBEX 35 IND	MADBOL	19.3989	365
12/01/2021	EUR-IBEX 35 IND	MADBOL	19.1033	365
11/01/2021	EUR-IBEX 35 IND	MADBOL	20.0874	365
08/01/2021	EUR-IBEX 35 IND	MADBOL	20.1016	365
07/01/2021	EUR-IBEX 35 IND	MADBOL	20.1063	365
06/01/2021	EUR-IBEX 35 IND	MADBOL	20.1111	365
05/01/2021	EUR-IBEX 35 IND	MADBOL	19.1939	365
04/01/2021	EUR-IBEX 35 IND	MADBOL	19.1968	365
31/12/2020	EUR-IBEX 35 IND	MADBOL	19.2196	365
30/12/2020	EUR-IBEX 35 IND	MADBOL	19.2225	365
29/12/2020	EUR-IBEX 35 IND	MADBOL	20.1185	365
28/12/2020	EUR-IBEX 35 IND	MADBOL	20.1229	365
24/12/2020	EUR-IBEX 35 IND	MADBOL	20.1402	365
23/12/2020	EUR-IBEX 35 IND	MADBOL	20.1445	365
22/12/2020	EUR-IBEX 35 IND	MADBOL	20.6293	365
21/12/2020	EUR-IBEX 35 IND	MADBOL	19.4799	365
18/12/2020	EUR-IBEX 35 IND	MADBOL	19.1147	365
17/12/2020	EUR-IBEX 35 IND	MADBOL	19.1119	365
16/12/2020	EUR-IBEX 35 IND	MADBOL	19.0429	365
15/12/2020	EUR-IBEX 35 IND	MADBOL	19.0952	365
14/12/2020	EUR-IBEX 35 IND	MADBOL	19.131	365
11/12/2020	EUR-IBEX 35 IND	MADBOL	18.6466	365
10/12/2020	EUR-IBEX 35 IND	MADBOL	18.5056	365
09/12/2020	EUR-IBEX 35 IND	MADBOL	18.5082	365
08/12/2020	EUR-IBEX 35 IND	MADBOL	18.3564	365
07/12/2020	EUR-IBEX 35 IND	MADBOL	18.3587	365
04/12/2020	EUR-IBEX 35 IND	MADBOL	18.5268	365
03/12/2020	EUR-IBEX 35 IND	MADBOL	18.3992	365
02/12/2020	EUR-IBEX 35 IND	MADBOL	18.6646	365
01/12/2020	EUR-IBEX 35 IND	MADBOL	18.726	365
30/11/2020	EUR-IBEX 35 IND	MADBOL	18.1226	365
27/11/2020	EUR-IBEX 35 IND	MADBOL	18.3346	365
26/11/2020	EUR-IBEX 35 IND	MADBOL	18.2255	365
25/11/2020	EUR-IBEX 35 IND	MADBOL	18.1608	365
24/11/2020	EUR-IBEX 35 IND	MADBOL	18.5517	365
23/11/2020	EUR-IBEX 35 IND	MADBOL	18.5535	365
20/11/2020	EUR-IBEX 35 IND	MADBOL	18.7166	365
19/11/2020	EUR-IBEX 35 IND	MADBOL	18.6107	365
18/11/2020	EUR-IBEX 35 IND	MADBOL	18.934	365
17/11/2020	EUR-IBEX 35 IND	MADBOL	18.5787	365
16/11/2020	EUR-IBEX 35 IND	MADBOL	18.9046	365
13/11/2020	EUR-IBEX 35 IND	MADBOL	19.1209	365
12/11/2020	EUR-IBEX 35 IND	MADBOL	18.7626	365
11/11/2020	EUR-IBEX 35 IND	MADBOL	18.9729	365
